"longitude","latitude","abd_ppy"
-117.2044674,52.7101108,-4
-117.7458092,52.47030443,-3.85233220848902
-117.3521503,52.47030443,-4
-116.9584915,52.47030443,-3.72285000804382
-116.5648326,52.47030443,-0.871732022958959
-118.2833353,52.23049807,-3.07563801990387
-117.8918063,52.23049807,-3.68726448739049
-117.5002773,52.23049807,-3.57124894414039
-117.1087483,52.23049807,-4
-116.7172193,52.23049807,-2.53729673673134
-116.3256903,52.23049807,-2.29521382933979
-118.0382886,51.99069171,-4
-117.6488598,51.99069171,-3.63090221880572
-117.259431,51.99069171,-3.7866952889662
-116.8700022,51.99069171,-2.76418973225763
-116.4805733,51.99069171,-3.39808469453369
-116.0911445,51.99069171,-3.74108498474918
-115.7017157,51.99069171,0.36821725796985
-117.4105515,51.75088535,-2.31633328427363
-117.0231937,51.75088535,-3.14039510227738
-116.6358359,51.75088535,-2.97416518304767
-116.2484781,51.75088535,-3.37880501121863
-115.8611203,51.75088535,-2.33477588759573
-115.4737625,51.75088535,-0.550575997421478
-116.791491,51.51107899,-1.87615808731726
-116.4061755,51.51107899,-1.41553437922536
-116.0208601,51.51107899,-3.63204548862924
-115.6355447,51.51107899,-2.69401303179059
-115.2502293,51.51107899,1.72664142191065
-116.5642499,51.27127263,-0.857172922347059
-116.1809488,51.27127263,-3.11051675313805
-115.7976477,51.27127263,-1.28854448842311
-115.4143465,51.27127263,-2.30639146410903
-115.0310454,51.27127263,0.376135464729823
-114.6477443,51.27127263,1.65437137899369
-116.3413999,51.03146627,-4
-115.9600854,51.03146627,-3.91936725708005
-115.578771,51.03146627,-2.0976215427797
-115.1974565,51.03146627,-2.48364414150738
-114.8161421,51.03146627,1.90193840805441
-112.5282554,51.03146627,-4
-112.146941,51.03146627,-4
-111.7656265,51.03146627,-4
-111.3843121,51.03146627,-4
-111.0029976,51.03146627,-4
-116.1228717,50.7916599,-2.85349812914952
-115.7435168,50.7916599,-2.95600490521189
-115.364162,50.7916599,-0.816154266543353
-114.9848071,50.7916599,-2.38817979904915
-114.6054523,50.7916599,1.55921023229229
-113.0880328,50.7916599,-4
-112.708678,50.7916599,-4
-112.3293231,50.7916599,-4
-111.9499683,50.7916599,-4
-111.5706134,50.7916599,-4
-111.1912586,50.7916599,-4
-110.8119037,50.7916599,-4
-110.4325489,50.7916599,-4
-110.053194,50.7916599,-4
-115.9085981,50.55185354,-1.20421283003254
-115.5311762,50.55185354,-2.71394687311883
-115.1537544,50.55185354,-3.32994945755884
-114.7763325,50.55185354,-1.04628493709201
-114.3989106,50.55185354,1.27671928320115
-112.8892231,50.55185354,-4
-112.5118012,50.55185354,-4
-112.1343793,50.55185354,-4
-111.7569575,50.55185354,-4
-111.3795356,50.55185354,-4
-111.0021137,50.55185354,-4
-110.6246918,50.55185354,-4
-110.2472699,50.55185354,-4
-109.8698481,50.55185354,-4
-109.4924262,50.55185354,-4
-116.4495437,50.31204718,-2.7328584307465
-116.0740287,50.31204718,-1.10392827532869
-115.6985136,50.31204718,-2.13372047589574
-115.3229986,50.31204718,0.218184676086894
-114.9474835,50.31204718,-0.743665458040342
-114.5719685,50.31204718,0.269819375726062
-114.1964534,50.31204718,2.41621314599797
-113.8209384,50.31204718,-4
-113.0699083,50.31204718,-3.60669341553013
-112.3188782,50.31204718,-4
-111.9433631,50.31204718,-4
-111.5678481,50.31204718,-4
-111.192333,50.31204718,-4
-110.816818,50.31204718,-4
-110.4413029,50.31204718,-4
-110.0657879,50.31204718,-4
-109.6902728,50.31204718,-4
-109.3147578,50.31204718,-4
-120.7234289,50.07224082,-3.55434797376865
-120.349795,50.07224082,-0.645931766738495
-119.9761611,50.07224082,-0.0761108744332475
-116.613456,50.07224082,-3.5332037532479
-116.2398221,50.07224082,-3.43476155656893
-115.8661882,50.07224082,-1.05097486203517
-115.4925542,50.07224082,-2.21213043282052
-115.1189203,50.07224082,-1.5143055805179
-114.7452864,50.07224082,-0.798084457465278
-114.3716525,50.07224082,2.18863625663892
-113.9980186,50.07224082,3.32406790116153
-113.6243847,50.07224082,-4
-113.2507508,50.07224082,-4
-112.8771169,50.07224082,-4
-112.503483,50.07224082,-4
-112.1298491,50.07224082,-4
-111.7562152,50.07224082,-4
-111.3825813,50.07224082,-4
-111.0089474,50.07224082,-4
-110.6353135,50.07224082,-4
-110.2616796,50.07224082,-4
-109.8880457,50.07224082,-4
-109.5144118,50.07224082,-4
-109.1407779,50.07224082,-2.55007857595227
-120.8673275,49.83243446,0.157711678775903
-116.4059916,49.83243446,-1.71803747348795
-116.0342136,49.83243446,1.06449671671247
-115.6624356,49.83243446,-2.65653638133736
-115.2906576,49.83243446,-1.36533384353456
-114.9188797,49.83243446,-1.0505229616442
-114.5471017,49.83243446,1.18969637280708
-114.1753237,49.83243446,2.26031344350451
-113.8035457,49.83243446,0.693905223294232
-113.4317677,49.83243446,-4
-113.0599897,49.83243446,-4
-112.6882117,49.83243446,-3.72267608060632
-112.3164337,49.83243446,-4
-111.9446558,49.83243446,-4
-111.5728778,49.83243446,-4
-111.2010998,49.83243446,-4
-110.8293218,49.83243446,-4
-110.4575438,49.83243446,-4
-110.0857658,49.83243446,-4
-109.7139878,49.83243446,-4
-109.3422099,49.83243446,-4
-108.9704319,49.83243446,-4
-108.5986539,49.83243446,-4
-120.6419661,49.5926281,-1.12834349420084
-119.9020723,49.5926281,-1.44197090735175
-119.5321255,49.5926281,-2.25988756061867
-119.1621786,49.5926281,0.731834154892996
-116.5725505,49.5926281,-0.192423170765526
-116.2026036,49.5926281,-2.11594870916803
-115.8326568,49.5926281,-2.01212726908498
-115.4627099,49.5926281,-1.48246038477034
-115.092763,49.5926281,-1.7868311710855
-114.7228162,49.5926281,-1.88279982395633
-114.3528693,49.5926281,-1.06911440183775
-113.9829224,49.5926281,-2.92831893556858
-113.6129756,49.5926281,-4
-113.2430287,49.5926281,-4
-112.8730818,49.5926281,-4
-112.503135,49.5926281,-2.69851105226917
-112.1331881,49.5926281,-1.59639293852165
-111.7632412,49.5926281,-3.9510274420863
-111.3932944,49.5926281,-2.97383303471851
-111.0233475,49.5926281,-4
-110.6534006,49.5926281,-4
-110.2834538,49.5926281,-1.51925270353557
-109.9135069,49.5926281,-1.882772446754
-109.54356,49.5926281,-4
-109.1736132,49.5926281,-4
-108.8036663,49.5926281,-4
-108.4337194,49.5926281,-4
-108.0637726,49.5926281,-4
-107.6938257,49.5926281,-4
-119.6846326,49.35282174,-4
-115.6350914,49.35282174,0.273923446657218
-115.2669513,49.35282174,-1.62361137074433
-114.8988112,49.35282174,-1.28773534377538
-114.530671,49.35282174,-1.34145826494693
-114.1625309,49.35282174,-0.609951318192945
-113.7943908,49.35282174,-1.4910002838101
-113.4262507,49.35282174,-3.50037568605011
-113.0581106,49.35282174,-4
-112.6899705,49.35282174,-4
-112.3218303,49.35282174,-3.13913758687134
-111.9536902,49.35282174,-4
-111.5855501,49.35282174,-4
-111.21741,49.35282174,-2.09200822631451
-110.8492699,49.35282174,-2.25263987319131
-110.4811298,49.35282174,-4
-110.1129897,49.35282174,-4
-109.7448495,49.35282174,-4
-109.3767094,49.35282174,-4
-109.0085693,49.35282174,-4
-108.6404292,49.35282174,-4
-108.2722891,49.35282174,-3.97675681824997
-107.904149,49.35282174,-4
-107.5360089,49.35282174,-4
-107.1678687,49.35282174,-4
-106.7997286,49.35282174,-4
-106.4315885,49.35282174,-4
