"longitude","latitude","Dense.Herbaceous.PLAND","Sparse.Forests.PLAND","Sparse.Shrublands.PLAND","Evergreen.Needleleaf.Forests.PLAND","Herbaceous.Wetlands.PLAND","Open.Forests.PLAND","Herbaceous.Croplands.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND","Sparse.Herbaceous.PLAND","Dense.Shrublands.PLAND","Barren.PLAND","Shrubland.Grassland.Mosaics.PLAND","Urban.PLAND"
-109.7924783,47.19456448,99.97027348,0.029726516,0,0,0,0,22.44351962,0,0,0,0,0,0.059453032
-109.4395683,47.19456448,87.60404281,5.529131986,0,4.964328181,0.862068966,1.783590963,38.28775268,0.118906064,0,0,0,0,0
-109.0866583,47.19456448,94.97621879,2.318668252,0,2.170035672,1.307966706,0.535077289,23.36504162,0,0,0,0,0,0
-108.7337484,47.19456448,98.04208065,0,0,0,0.058445354,0,0.789012274,0,0.701344243,0,1.022793688,0,0
-108.3808384,47.19456448,99.4351962,0,0,0,0,0,0,0,0.326991677,0,0.237812128,0,0
-108.0279284,47.19456448,98.62653419,0.438340152,0,0,0,0,0.116890707,0,0.935125658,0,0,0,0
-107.6750185,47.19456448,100,0,0,0,0,0,0.059453032,0,0,0,0,0,0
-107.3221085,47.19456448,99.67855056,0,0,0,0,0,0,0,0.233781414,0,0.08766803,0,0
-106.9691985,47.19456448,99.88109394,0,0,0,0,0,0,0,0.118906064,0,0,0,0
-106.6162886,47.19456448,99.79191439,0,0,0,0,0,0,0,0.208085612,0,0,0,0
-120.8932545,46.95475812,44.88603156,4.47106955,0,38.48626534,0.029222677,11.77673875,0,0,0.379894798,0,0,0,0
-120.5419291,46.95475812,88.40665874,2.615933413,0,2.942925089,0,5.766944114,29.96432818,0,0.267538644,0,0,0,2.972651605
-120.1906036,46.95475812,93.51256575,0.029222677,0,0,0.292226768,0,17.35827002,0,3.74050263,0,1.519579193,0,1.694915254
-119.8392782,46.95475812,95.77883472,0.059453032,0,0,0.267538644,0,49.2568371,0,1.397146254,0,2.437574316,0,1.426872771
-119.4879528,46.95475812,99.76218787,0.089179548,0,0,0,0,63.04994055,0,0.14863258,0,0,0,0.862068966
-119.1366274,46.95475812,90.84423306,0.089179548,0,0,2.764565993,0,59.86920333,0,2.675386445,0,1.27824019,0,1.12960761
-118.785302,46.95475812,100,0,0,0,0,0,80.46967895,0,0,0,0,0,0.326991677
-118.4339765,46.95475812,99.94155465,0,0,0,0,0,40.70718878,0,0.058445354,0,0,0,0.438340152
-118.0826511,46.95475812,100,0,0,0,0,0,32.93697979,0,0,0,0,0,0.059453032
-117.7313257,46.95475812,100,0,0,0,0,0,67.65049679,0,0,0,0,0,0.175336061
-117.3800003,46.95475812,99.76218787,0,0,0.237812128,0.029726516,0,97.94887039,0,0,0,0,0,0.475624257
-114.9207223,46.95475812,8.472057075,1.010701546,0,40.07134364,0.029726516,49.97027348,0,0.208085612,0,0,0,0,0
-114.5693969,46.95475812,12.01052016,2.308591467,0,20.10520164,0,65.57568673,0,0,0,0,0,0,0.321449445
-114.2180715,46.95475812,42.74673008,7.75862069,0,3.002378121,0,45.1843044,0.475624257,0,1.307966706,0,0,0,7.461355529
-113.5154206,46.95475812,21.43281807,17.65755054,0,3.53745541,0,57.2235434,0,0,0.14863258,0,0,0,0
-113.1640952,46.95475812,48.54340071,4.66706302,0,2.140309156,0.029726516,44.17360285,0.802615933,0,0.416171225,0,0.059453032,0,0
-112.8127698,46.95475812,29.31034483,5.558858502,0,1.664684899,0,63.40665874,0,0,0.059453032,0,0,0,0
-112.110119,46.95475812,39.50653983,38.37693222,0,0.118906064,1.12960761,20.06539834,0.059453032,0,1.12960761,0,0.535077289,0,0.178359096
-111.4074681,46.95475812,78.28755114,10.52016365,0,0.438340152,0.058445354,10.75394506,17.29982466,0,0,0,0,0,0
-110.3534918,46.95475812,60.19619501,1.248513674,0,11.20689655,0.921521998,26.81331748,1.337693222,0,0.535077289,0,0,0,0
-110.0021664,46.95475812,99.85136742,0,0,0.029726516,0,0.059453032,47.32461356,0,0.059453032,0,0,0,0
-109.650841,46.95475812,88.43638526,2.288941736,0,3.745541023,0,5.49940547,75.02972652,0.029726516,0,0,0,0,0.178359096
-109.2995156,46.95475812,85.99881094,4.429250892,0,2.913198573,0,6.183115339,67.06302021,0.445897741,0.029726516,0,0,0,0.445897741
-108.9481902,46.95475812,93.10344828,4.013079667,0,1.783590963,0,1.010701546,18.5196195,0.089179548,0,0,0,0,0
-108.5968647,46.95475812,99.67300832,0,0,0,0,0,1.040428062,0,0.178359096,0,0.14863258,0,0
-108.2455393,46.95475812,99.6201052,0,0,0,0,0,0.08766803,0,0.321449445,0,0.058445354,0,0
-107.8942139,46.95475812,99.4351962,0,0,0,0,0,0,0,0.564803805,0,0,0,0
-107.5428885,46.95475812,96.3471654,0,0,0,0,0,0,0,3.6528346,0,0,0,0
-107.1915631,46.95475812,98.00832342,0,0,0,0,0,0,0,1.991676576,0,0,0,0
-106.8402376,46.95475812,99.59088252,0,0,0,0,0,0,0,0.409117475,0,0,0,0
-106.4889122,46.95475812,99.88109394,0,0,0,0,0,0,0,0.118906064,0,0,0,0
-121.0544973,46.71495176,34.44412525,7.526572824,0,37.92013789,0.488365412,17.35133582,1.378914105,0,2.642918702,0,0.114909509,0,0.775639184
-120.7047362,46.71495176,77.06019871,5.844535359,0,6.633547633,0.029222677,7.656341321,12.77030976,0,2.630040912,0,0.175336061,0,16.97837522
-120.354975,46.71495176,99.82763574,0.057454754,0,0,0,0,0.775639184,0,0.114909509,0,0,0,1.694915254
-120.0052139,46.71495176,94.62302747,0.263004091,0,0,0.526008182,0,11.13383986,0,2.19170076,0,1.782583285,0,1.110461718
-119.6554528,46.71495176,93.22033898,0,0,0,0.229819018,0,17.81097386,0,4.711289859,0,2.068371158,0,1.292731974
-119.3056916,46.71495176,99.29865576,0,0,0,0,0,40.12273524,0,0.613676213,0,0.08766803,0,0.555230859
-118.9559305,46.71495176,98.62653419,0.379894798,0,0,0.029222677,0,63.96843951,0,0.964348334,0,0.029222677,0,4.003506721
-118.6061693,46.71495176,98.91876096,0.029222677,0,0,0.058445354,0,35.62244302,0,0.496785506,0,0.555230859,0,0.584453536
-118.2564082,46.71495176,99.38632379,0,0,0,0.116890707,0,29.98246639,0,0.233781414,0,0.379894798,0,0.146113384
-117.9066471,46.71495176,98.10399311,0,0,0,0.287273772,0,27.89428325,0,1.378914105,0,0.488365412,0,0.086182132
-117.5568859,46.71495176,98.30508475,0,0,0,1.431911163,0,80.53769725,0,1.373465809,0,0.263004091,0,0
-114.4090357,46.71495176,13.90999416,1.636469901,0,28.43366452,0,51.49035652,0,0,4.412624196,0,0.08766803,0,0
-114.0592745,46.71495176,39.27032462,3.274921,0,6.95202528,0,50.18672795,0.028727377,0,0.316001149,0,0,0,0.402183281
-113.7095134,46.71495176,19.63763881,6.575102279,0,2.834599649,0,70.83576856,0,0,0.116890707,0,0,0,1.870251315
-113.3597523,46.71495176,60.38494685,9.796035622,0,0,0,29.79029015,1.177822465,0,0.028727377,0,0,0,0.976730824
-113.0099911,46.71495176,44.03857393,18.99473992,0,0.321449445,0,36.6452367,0,0,0,0,0,0,0
-112.66023,46.71495176,59.8188194,11.10461718,0,0.029222677,0.08766803,29.01811806,0,0,0.029222677,0,0,0,0
-112.3104689,46.71495176,46.40561075,14.78667446,0,0.81823495,0,35.85622443,0.233781414,0,2.104032729,0,0.029222677,0,2.454704851
-111.9607077,46.71495176,81.735827,4.441846873,0,0,0.847457627,4.032729398,8.036236119,0,5.786090006,0,1.899473992,0,0.08766803
-111.6109466,46.71495176,57.42255991,15.04967855,0,0.964348334,0.759789597,26.21274109,0,0,0.175336061,0,0.175336061,0,0
-111.2611854,46.71495176,88.86616014,5.523085915,0,0.116890707,0.058445354,5.172413793,1.402688486,0,0.292226768,0,0.029222677,0,0
-110.9114243,46.71495176,83.36684861,4.452743465,0,0.028727377,0,11.60586038,0.028727377,0,0.430910658,0,0.114909509,0,0.20109164
-110.5616632,46.71495176,40.15195792,2.308591467,0,6.165984804,0.029222677,51.37346581,0,0,0,0,0,0,0
-110.211902,46.71495176,48.75035909,0.114909509,0,9.882217754,0.373455903,41.25251365,0,0,0,0,0,0,0
-109.8621409,46.71495176,92.54821742,0.73056692,0,1.198129749,0.233781414,5.523085915,10.75394506,0,0,0,0,0,0
-109.5123797,46.71495176,87.60958504,2.045587376,0,4.821741672,0.204558738,5.493863238,29.19345412,0,0.029222677,0,0,0,0
-109.1626186,46.71495176,71.44944477,4.938632379,0,14.90356517,0.73056692,7.188778492,0.116890707,0,1.519579193,0,0,0,0
-108.8128575,46.71495176,86.38223261,4.47106955,0,7.422559906,0.08766803,1.607247224,0.263004091,0,0.116890707,0,0,0,0
-108.4630963,46.71495176,99.91233197,0.029222677,0,0,0,0,0.789012274,0,0.058445354,0,0,0,0
-108.1133352,46.71495176,99.97077732,0,0,0,0,0,0.116890707,0,0.029222677,0,0,0,0
-107.7635741,46.71495176,99.94254525,0,0,0,0,0,0,0,0.057454754,0,0,0,0
-107.4138129,46.71495176,99.00642899,0,0,0,0,0,0,0,0.993571011,0,0,0,0
-107.0640518,46.71495176,94.54179833,0,0,0,0,0,0,0,5.458201666,0,0,0,0
-106.7142906,46.71495176,91.99298656,0,0,0,0,0,0,0,8.007013442,0,0,0,0
-106.3645295,46.71495176,99.85636311,0,0,0,0,0,0,0,0.143636886,0,0,0,0
-121.2164246,46.4751454,28.95362663,4.607609988,0,44.14387634,0.505350773,16.97384067,0.089179548,0.178359096,3.210463734,0,1.843043995,0,0
-120.8682078,46.4751454,73.81093936,6.004756243,0,13.64447087,0.267538644,5.79667063,20.80856124,0,0.743162901,0,0,0,0.386444709
-120.519991,46.4751454,96.66861485,2.337814144,0,0,0,0.204558738,54.0327294,0,0.789012274,0,0,0,9.438924605
-120.1717743,46.4751454,95.03567182,2.824019025,0,0,0,0,30.46967895,0,1.961950059,0,0.178359096,0,6.77764566
-119.8235575,46.4751454,99.82466394,0.08766803,0,0,0,0,0.701344243,0,0.08766803,0,0,0,0.08766803
-119.4753407,46.4751454,92.7764566,0.089179548,0,0,0.089179548,0,12.30677765,0,6.302021403,0,0.683709869,0,3.38882283
-119.1271239,46.4751454,95.41203974,0,0,0,0.233781414,0,58.38690824,0,3.711279953,0,0.789012274,0,0.175336061
-118.7789071,46.4751454,98.45422117,0,0,0,0.089179548,0,33.53151011,0,0.743162901,0,0.802615933,0,0.772889417
-118.4306903,46.4751454,99.078478,0,0,0,0.029726516,0,46.78953627,0,0.445897741,0,0.445897741,0,0.267538644
-118.0824735,46.4751454,98.63258026,0,0,0,0,0,35.25564804,0,0.653983353,0,0.713436385,0,1.099881094
-117.7342567,46.4751454,98.03804994,0.059453032,0,0,0.14863258,0,32.90725327,0,0.743162901,0,1.010701546,0,0.653983353
-117.3860399,46.4751454,96.61016949,1.753360608,0,0,0.292226768,0,41.4377557,0,1.315020456,0,0.321449445,0,2.27936879
-114.6003055,46.4751454,22.91914388,2.645659929,0,37.039239,0,34.09631391,0,0.535077289,2.586206897,0,0,0,0
-114.2520887,46.4751454,50.86206897,3.061831153,0,9.423305589,0,33.02615933,2.645659929,0.029726516,3.53745541,0,0.059453032,0,0
-113.9038719,46.4751454,57.58026159,1.724137931,0,1.27824019,0,37.81212842,0.535077289,0,1.605231867,0,0,0,0.237812128
-113.5556551,46.4751454,33.13851549,4.237288136,0,3.097603741,0,57.36411455,0,0,2.162478083,0,0,0,0
-113.2074383,46.4751454,32.07491082,1.694411415,0,4.013079667,0,59.03686088,0.237812128,0,3.180737218,0,0,0,0
-112.8592215,46.4751454,73.05669199,2.27936879,0,1.782583285,0,22.70601987,0.584453536,0,0.175336061,0,0,0,0.555230859
-112.5110047,46.4751454,47.88941736,9.839476813,0,0.535077289,0.118906064,41.23067776,0,0,0.475624257,0,0.029726516,0,0.059453032
