"longitude","latitude","abd"
-120.349795,50.07224082,7.89011536901512e-05
-122.6297536,49.35282174,0.000189435511640475
-121.8934733,49.35282174,5.10919853786076e-07
-119.6846326,49.35282174,0.000826708725997683
-122.4022477,49.11301537,1.04246312410397e-06
-122.0358904,49.11301537,1.21250479510563e-06
-119.8377465,49.11301537,0.00726297205715937
-119.1050319,49.11301537,0.000516513801601175
-119.6268783,48.87320901,0.0181284914728117
-119.2622803,48.87320901,0.00398211990319114
-118.8976822,48.87320901,0.00074619545667337
-118.5330842,48.87320901,0.000529028983943248
-119.7829696,48.63340265,0.00728966655348364
-119.4201076,48.63340265,0.0182229537895518
-119.0572457,48.63340265,0.00289671354599502
-120.300821,48.39359629,0.000953177298101314
-119.9396724,48.39359629,0.00835308821553649
-119.5785239,48.39359629,0.0178188065608104
-119.2173753,48.39359629,0.0084858424872921
-120.0969963,48.15378993,0.00802792028704294
-119.7375387,48.15378993,0.0968883264786473
-119.3780812,48.15378993,0.266537023470414
-119.0186236,48.15378993,0.0173068266554963
-118.6591661,48.15378993,0.000927402858540352
-108.5943546,48.15378993,0.000590974347835676
-108.234897,48.15378993,0.000601506734658171
-120.6127391,47.91398357,0.00358201727832714
-120.2549505,47.91398357,0.014155789443386
-119.897162,47.91398357,0.205882047732154
-119.5393734,47.91398357,0.54385019110535
-119.1815849,47.91398357,0.380680680986149
-118.8237963,47.91398357,0.117566078620659
-118.4660078,47.91398357,0.00155344999322297
-118.1082192,47.91398357,0.00017762117693597
-112.7413909,47.91398357,0.000143858777556316
-112.3836023,47.91398357,0.000243135259428596
-108.8057168,47.91398357,0.00137009032373968
-108.4479282,47.91398357,0.0067317136734668
-108.0901397,47.91398357,0.00835402913590884
-107.7323511,47.91398357,0.00542022852428739
-107.3745626,47.91398357,0.00157772803250763
-120.4135444,47.67417721,0.00959886713487991
-120.0574032,47.67417721,0.210307822174991
-119.701262,47.67417721,0.503971106441866
-119.3451208,47.67417721,0.49542056733466
-118.9889796,47.67417721,0.227629236656642
-118.6328384,47.67417721,0.165659728734023
-118.2766972,47.67417721,0.15284487675791
-117.920556,47.67417721,0.015462397357758
-117.5644148,47.67417721,0.00232132492357013
-112.9345793,47.67417721,3.96913131503503e-05
-112.5784381,47.67417721,0.000358336293293676
-112.2222969,47.67417721,0.00062512938584121
-111.8661557,47.67417721,0.000152733112330967
-109.7293086,47.67417721,0.000148070127524004
-109.3731674,47.67417721,0.00170285911375651
-109.0170262,47.67417721,0.00376756582814592
-108.660885,47.67417721,0.00447649116240305
-108.3047438,47.67417721,0.016252600354016
-107.9486026,47.67417721,0.0190698382414155
-107.5924614,47.67417721,0.0118241755140921
-107.2363202,47.67417721,0.00291494053957489
-120.2182718,47.43437084,0.118753290952485
-119.8637567,47.43437084,0.67489861357743
-119.5092416,47.43437084,0.369199275728053
-119.1547265,47.43437084,0.38330161808703
-118.8002114,47.43437084,0.253850280501297
-118.4456963,47.43437084,0.0903206721971826
-118.0911812,47.43437084,0.0472550619252896
-117.736666,47.43437084,0.0318710881870579
-117.3821509,47.43437084,0.000779309909370469
-114.54603,47.43437084,0.000289838473308697
-114.1915149,47.43437084,2.76752287915827e-05
