"longitude","latitude","Herbaceous.Croplands.PLAND","Sparse.Shrublands.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Shrubland.Grassland.Mosaics.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Barren.PLAND","Urban.PLAND","Herbaceous.Wetlands.PLAND","Evergreen.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND"
-119.4201076,48.63340265,0.528504235903777,0.480834728589587,0.102419321697383,0.192800686398436,0.550131266797233,0.213304341027479,-0.00580660081342173,5.03376209143406e-05,-6.10544321667066e-06,1.30428169781638e-05,-1.32909078452858e-06,-4.60946789128428e-08
-119.9396724,48.39359629,0.52795855571346,0.480834728589587,0.0834871102678992,0.192795152669398,0.550131266797233,0.152750371554581,0.00323081345294116,5.03376209143406e-05,-9.01283787978363e-06,1.30428169781638e-05,-1.06342514263454e-07,-4.60946789128428e-08
-120.0969963,48.15378993,0.499248562485531,0.480834728589587,0.0791924085523919,0.183338973077027,0.550131266797233,0.0404261557182585,0.00543932902451151,5.00071457827611e-05,-7.3005334206649e-06,-8.42690090602477e-06,-2.03301585243204e-06,-2.9628789812395e-08
-119.7375387,48.15378993,0.248099872042055,0.480834728589587,0.182041718945494,0.192496929900138,0.550131266797233,-0.128052759687725,-0.00582630861810609,5.00855735706935e-05,-7.08803035554281e-06,-1.31937852209418e-05,1.32791767858206e-06,-4.60946789128428e-08
-119.3780812,48.15378993,0.528149690123101,0.480834728589587,0.208033232734111,0.192792242691272,0.550131266797233,-0.150666584356053,-0.0120589040104611,5.02734760128731e-05,-8.93209987196801e-06,1.30428169781638e-05,1.73368080121889e-06,-4.60946789128428e-08
-119.0186236,48.15378993,0.528522556705733,0.480834728589587,0.0796497873852055,0.192707273860071,0.550131266797233,0.113021274045873,0.00649664042870197,4.81649116419272e-05,-9.36789602530738e-06,7.36387290964523e-06,-1.68728368587901e-06,-4.60946789128428e-08
-120.6127391,47.91398357,0.528522556705733,0.480834728589587,0.0871889121878458,0.190583865469181,0.550131266797233,0.0887618156239809,-0.0017878545216692,5.03376209143406e-05,-9.36789602530738e-06,1.18877544308346e-05,-5.32295147584699e-07,6.81432745975697e-07
-120.2549505,47.91398357,0.528149690123101,0.480834728589587,0.0800930974319273,0.188622352421383,0.550131266797233,0.0989286725597432,0.00327319199844912,4.79923313754573e-05,-7.16051775595996e-06,-5.97543795234059e-06,-2.16272663395817e-06,-4.60946789128428e-08
-119.897162,47.91398357,0.291931704916964,0.480834728589587,0.194717150317562,0.192424187915677,0.550131266797233,-0.144138934806495,-0.0108632340029401,4.56373481380399e-05,-9.1310926765954e-06,6.41626535661919e-06,1.83255010929029e-06,-4.60946789128428e-08
-119.5393734,47.91398357,0.421429908515452,0.480834728589587,0.20364049839039,0.192328721984447,0.550131266797233,-0.15093376149803,-0.012030450810624,4.52456915055988e-05,-7.82126552599097e-06,9.46169965920154e-06,1.8427471388108e-06,-4.60946789128428e-08
