"longitude","latitude","abd"
-119.4201076,48.63340265,4.40579974902207e-05
-119.9396724,48.39359629,0.000172435215230012
-120.0969963,48.15378993,0.000850941174086513
-119.7375387,48.15378993,0.0376806067731044
-119.3780812,48.15378993,0.0444307224054966
-119.0186236,48.15378993,0.00141417352594301
-120.6127391,47.91398357,0.000198511678555272
-120.2549505,47.91398357,0.000606243909401355
-119.897162,47.91398357,0.0333601982228275
-119.5393734,47.91398357,0.175401627256025
-119.1815849,47.91398357,0.101635831858295
-118.8237963,47.91398357,0.0118084385393587
-120.4135444,47.67417721,0.00156896784183889
-120.0574032,47.67417721,0.0328565615100023
-119.701262,47.67417721,0.135174877611669
-119.3451208,47.67417721,0.105955542042754
-118.9889796,47.67417721,0.0113912446607875
-118.6328384,47.67417721,0.00267659912940787
-118.2766972,47.67417721,0.000558448456877149
-120.5727869,47.43437084,0.00014038172264931
-120.2182718,47.43437084,0.0559968127049678
-119.8637567,47.43437084,0.215967765726013
-119.5092416,47.43437084,0.162916672324114
-119.1547265,47.43437084,0.126496703232282
-118.8002114,47.43437084,0.0427584525539597
-118.4456963,47.43437084,0.00340590717732489
-118.0911812,47.43437084,0.00153558520840541
-120.7326873,47.19456448,0.0499695063416941
-120.3797774,47.19456448,0.000594136770650592
-120.0268674,47.19456448,0.00158063417973647
-119.6739574,47.19456448,0.107090569951494
-119.3210474,47.19456448,0.0226398420959139
-118.9681375,47.19456448,0.00757417406002418
-118.2623175,47.19456448,0.000395471811667355
-117.9094076,47.19456448,6.17534158249663e-05
-120.8932545,46.95475812,0.0124639285269902
-120.5419291,46.95475812,0.0555552409801216
-120.1906036,46.95475812,0.264447932458468
-119.8392782,46.95475812,0.0883038475292261
-119.4879528,46.95475812,0.00272390443258639
-119.1366274,46.95475812,0.000692885186247717
-118.4339765,46.95475812,0.00101530202093398
-118.0826511,46.95475812,0.000878675650776461
-117.7313257,46.95475812,0.000231261522143118
-121.0544973,46.71495176,0.00519242908319694
-120.7047362,46.71495176,0.00819902219991747
-120.354975,46.71495176,0.204131180284484
-120.0052139,46.71495176,0.243153265294623
-119.6554528,46.71495176,0.142642340110153
-119.3056916,46.71495176,0.231583484189418
-118.6061693,46.71495176,0.0121344567000354
-118.2564082,46.71495176,0.00660292560920881
-117.9066471,46.71495176,0.000813109008810837
-121.2164246,46.4751454,0.000830803499122848
-120.8682078,46.4751454,0.0131197017761033
-120.519991,46.4751454,0.00699738370173057
-120.1717743,46.4751454,0.258079527700384
-119.8235575,46.4751454,0.523344351178877
-119.4753407,46.4751454,0.0433736612532784
-119.1271239,46.4751454,0.0097467550418198
-118.7789071,46.4751454,0.00128763171488556
-118.4306903,46.4751454,0.00159351791068436
-118.0824735,46.4751454,0.000571877942437864
-117.7342567,46.4751454,0.000260182121775897
-121.0323532,46.23533904,0.000929070137580448
-120.6856611,46.23533904,0.0561598785423552
-120.338969,46.23533904,0.292704153130147
-119.9922769,46.23533904,0.0287046412962937
-119.6455848,46.23533904,0.0440375446364051
-119.2988928,46.23533904,0.0667883921875221
-120.8519944,45.99553268,0.00072847310936544
-120.5068077,45.99553268,0.0679210677997273
-120.1616211,45.99553268,0.0902100124251739
-119.8164344,45.99553268,0.0572352489249946
-119.4712477,45.99553268,0.00550929460739329
-119.126061,45.99553268,0.0332512014767716
-121.0190003,45.75572631,0.000152181184935646
-120.6753,45.75572631,0.0033723824672725
-120.3315997,45.75572631,0.0636129600865494
-119.9878995,45.75572631,0.0976488207762659
-119.6441992,45.75572631,0.00774155748720282
-119.3004989,45.75572631,0.0019974612628039
-113.8012943,45.75572631,0.00230714463827676
-113.457594,45.75572631,0.00373026660009602
-113.1138938,45.75572631,0.00112226006220734
-112.7701935,45.75572631,0.00023178646677628
-112.4264932,45.75572631,2.08090887724666e-05
-121.1866879,45.51591995,0.00030128857549383
-120.5022227,45.51591995,0.000117787501948097
-120.1599901,45.51591995,0.00402349433862755
-119.8177575,45.51591995,0.00152137828375502
-119.1332922,45.51591995,0.00621867125128386
-118.7910596,45.51591995,0.00259167135528297
-113.6575705,45.51591995,0.00449706377179075
-113.3153379,45.51591995,0.00241778600239212
-112.9731053,45.51591995,0.000488688488262663
-112.6308727,45.51591995,0.00171068724584745
-112.28864,45.51591995,0.00324838674883166
-111.9464074,45.51591995,6.2371064995486e-05
-111.6041748,45.51591995,2.38858879293994e-06
-108.8663139,45.51591995,3.06852952630192e-05
-121.0142829,45.27611359,7.99158599884612e-05
-120.3327162,45.27611359,1.93529984990542e-05
-119.9919328,45.27611359,0.000231481866487579
-119.6511495,45.27611359,0.000144264225130683
-119.3103661,45.27611359,0.000291804379320103
-113.8578323,45.27611359,0.000792817086365327
-113.517049,45.27611359,0.00180717087871509
-113.1762656,45.27611359,0.0280796593949633
-112.8354823,45.27611359,0.0184717254141497
-112.4946989,45.27611359,0.0107225585417561
-112.1539155,45.27611359,0.000835543865637773
-111.8131322,45.27611359,0.00070734954093915
-109.0868653,45.27611359,0.00131318734965184
-108.7460819,45.27611359,0.00287358797108534
-108.4052986,45.27611359,2.3642451488096e-05
-108.0645152,45.27611359,8.13605563151668e-05
-120.8454399,45.03630723,5.98077701520417e-05
-120.1667354,45.03630723,2.87078964921494e-05
-113.7190426,45.03630723,0.00047008618550562
-113.3796904,45.03630723,0.0155559744243138
-113.0403381,45.03630723,0.0651757697535082
-112.7009859,45.03630723,0.00910664641337686
-112.3616336,45.03630723,0.021777469725531
-112.0222814,45.03630723,0.00537588298632757
-111.6829291,45.03630723,5.33038849821745e-05
-111.3435769,45.03630723,5.94165685670214e-06
-109.6468156,45.03630723,0.000354769489260218
-109.3074633,45.03630723,0.0201820415176791
-108.9681111,45.03630723,0.0261481890497919
-108.6287588,45.03630723,0.124921770561683
-108.2894066,45.03630723,0.0189740237549909
-107.9500543,45.03630723,0.000291305587362303
-114.2592731,44.79650087,3.91720843741738e-05
-113.5833951,44.79650087,0.0153439873965127
-113.2454561,44.79650087,0.00165779881036545
-112.9075171,44.79650087,0.0126502606222439
-112.5695781,44.79650087,0.0351065197011783
-112.2316391,44.79650087,0.00427707806485283
-111.8937001,44.79650087,0.00209879169847174
-111.555761,44.79650087,8.33848862810997e-05
-111.217822,44.79650087,7.82284663084605e-05
-110.879883,44.79650087,5.24855001579646e-06
-109.190188,44.79650087,0.0164088905908347
-108.852249,44.79650087,0.0793057514845938
-108.51431,44.79650087,0.134851512776315
-108.176371,44.79650087,0.118444562214384
-107.8384319,44.79650087,0.00262648506761446
-107.1625539,44.79650087,9.77234878087305e-05
-119.172089,44.55669451,0.000365516302982482
-118.1624589,44.55669451,0.000150091438779106
-117.4893722,44.55669451,5.73631053406756e-06
-117.1528288,44.55669451,1.46532228744343e-05
