"longitude","latitude","Herbaceous.Croplands.PLAND","Sparse.Shrublands.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Shrubland.Grassland.Mosaics.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Barren.PLAND","Urban.PLAND","Herbaceous.Wetlands.PLAND","Evergreen.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND"
-110.879883,44.79650087,0,0,28.74554102,1.218787158,0,33.1450654,36.56361474,0.059453032,0,0,0.237812128,0
-109.190188,44.79650087,9.780023781,0,74.10820452,21.87871581,0,0.951248514,2.913198573,0.14863258,0,0,0,0
-108.852249,44.79650087,23.66230678,0,60.04756243,39.92271106,0,0,0.029726516,0,0.624256837,0,0,0
-108.51431,44.79650087,4.904875149,0,41.64684899,57.31272295,0,0,0,1.040428062,0.416171225,0,0,0
-108.176371,44.79650087,5.49940547,0,31.06420927,67.15219976,0,0,0,1.605231867,0.653983353,0,0,0
-107.8384319,44.79650087,0,0,69.67895363,6.302021403,0,14.65517241,6.747919144,1.040428062,0.118906064,0.118906064,1.516052319,0
-107.1625539,44.79650087,6.604324956,0,90.2980713,0,0,5.756867329,1.256575102,0,0.08766803,0.116890707,2.659263589,0.029222677
-119.172089,44.55669451,0.175336061,0,54.93863238,0.08766803,0,20.01753361,14.05610754,0,0.058445354,0.204558738,10.90005845,0
-118.1624589,44.55669451,0.430910658,0,54.17983338,0.258546395,0,33.1226659,5.573111175,0.287273772,0,0,6.578569377,0
-117.4893722,44.55669451,0.409117475,0,97.89596727,1.753360608,0,0.058445354,0.263004091,0.029222677,0.964348334,0,0,0
-117.1528288,44.55669451,0,0,95.76271186,1.578024547,0,0.438340152,0.789012274,0.905902981,0,0.08766803,0.526008182,0
-116.8162855,44.55669451,6.428988895,0,89.36294565,0.379894798,0,3.126826417,5.172413793,0.029222677,0.08766803,0.233781414,1.928696669,0
-116.4797421,44.55669451,2.729100833,0,85.11921862,0.172364263,0,11.0887676,2.154553289,0.057454754,0.057454754,0,1.407641482,0
-114.4604819,44.55669451,1.081239041,0,58.09468147,23.1735827,0,3.682057276,13.61776739,1.285797779,0.058445354,0,0,0
